freeResponse,correctAnswer,score,cosine
"afraid of water, doesn't interact well with water",describes uncharged nonpolar molecules that are repelled by and do not dissolve well in polar molecules such as water,1.0,0.6547837853431702
54,54,1.0,1.0
a compound that usually contains a carboxyl group and an amino group,"monomer of a protein
",0.5,0.653036892414093
the vesicles get integrated into the plasma membrane,It fuses with and becomes part of the plasma membrane.,1.0,0.7896702289581299
Capillary action is the ability of something to travel through a space because of the property of cohesion.,"occurs because water molecules are attracted to charges on the inner surfaces of narrow tubular structures such as glass tubes, drawing the water molecules to the sides of the tubes",0.5,0.734904408454895
Cellulose ans starch are examples of different carbohydrates.,polysaccharides,0.5,0.159135103225708
The phospholipids create the bilayer that holds everything in place. Proteins create channels that can transport nutrients. Cholestorol can help regulate temperature. Carbohydrates are attached on the outside of the cell to alllow other cells and materials to recognize each other.,Phospholipids: form the bilayer; Carbohydrates: help in adhesion; Cholesterol: provide flexibility; Integral proteins: form transporters; Peripheral proteins: part of the cell’s recognition sites.,1.0,0.8755229115486145
dehydration synthesis is the actions of creating bonds between molecules while also creating a water molecule in the process.,"(also, condensation) reaction that links monomer molecules together, releasing a molecule of water for each bond formed",0.5,0.8410736918449402
deoxyribose,thymine,0.0,0.7944194674491882
their partial charges on each atom allow them to bond with partial charges of other molecules,"Oxygen is more electronegative than hydrogen, generating a partial negative charge near the oxygen atoms.",0.5,0.7250652313232422
A chemical reaction occurs when substances are changed to create new products.,process leading to the rearrangement of atoms in molecules,1.0,0.6677127480506897
It leads to low-density lipoproteins which results in heart disease. They are created by bubbling hydrogen through oils to solidify them.,Trans fat is produced by the hydrogenation of oil that makes it more saturated and isomerized. It  increases LDL amounts.,1.0,0.8256634473800659
"They are both made up of primarily hydrogen and oxygen, however, they differ because unsaturated have at least one double bond in their structure.","Saturated triglycerides contain single bonds and are solids at room temperature, while unsaturated triglycerides contain double bonds and are liquids at room temperature.",0.5,0.8065552115440369
steroid,steroid,1.0,1.0000001192092896
atoms that emit particles to obtain more stable configurations,isotope that emits radiation composed of subatomic particles to form more stable elements,1.0,0.8509596586227417
"They are all found in a DNA molecule, or monomer.",a DNA nucleotide,1.0,0.7158759236335754
Endocytosis is the act of a cell bringing in nutrients from the outside of the cell by the action of engulfing the molecules.,"type of active transport that moves substances, including fluids and particles, into a cell",1.0,0.757079005241394
so it can reassemble however it needs to,Fluidity allows greater flexibility to the cell and motion of membrane components required for transport.,0.0,0.510414183139801
the cells do not recognize the other cells,Glycoproteins and glycolipids on the surface of the organ are not recognized by the immune system.,0.5,0.6011760830879211
"molecules that have other elements in their ""carbon backbone""",hydrocarbon chain or ring containing an atom of another element in place of one of the backbone carbons,1.0,0.7549465894699097
glycogen,Triglycerides,0.0,0.6598960757255554
"a secondary structure of proteins,",type of secondary structure of proteins formed by folding of the polypeptide into a helix shape with hydrogen bonds stabilizing the structure,0.5,0.6844850778579712
"temperature increases the rate of diffusion, bigger molecular size slows diffusion as does solution density and distance","Larger molecules move slower than lighter molecules. Increasing or decreasing temperature increases or decreases the energy in the medium, affecting molecular movement. Density is inversely proportional to molecular movement. Greater distance slows the diffusion.",0.5,0.8824788928031921
enzymes,chemical that helps the protein fold properly,0.0,0.35398468375205994
[Ar] 4s2,"Shells 1, 2, and 3 are full, and shell 4 has two electrons",1.0,0.3251313269138336
ice being less dense than water allows for creatures that live in water to survive even when the top layer of water freezes. evaporation of sweat cools organisms down. water is used by warm blooded animals to evenly disperse heat throughout the body,"First, the lower density of water as a solid versus a liquid allows ice to float, forming an insulating surface layer for aquatic life. Second, the high specific heat capacity of water insulates aquatic life or bodily fluids from temperature changes. Third, the high heat of vaporization of water allows animals to cool themselves by sweating.",1.0,0.9024623036384583
cohesion: water is attracted to water. drop of water sticks together. Adhesion: water is attracted to other substances. how plants absorb water. high heat of vaporization: when water reaches gaseous state: evaporation,"Cohesion is the attraction between the water molecules, which helps create surface tension. Insects can walk on water because of cohesion. Adhesion is the attraction between water molecules and other molecules. Water moving up from the roots of plants to the leaves as a result of capillary action is because of adhesion. Heat of vaporization is the amount of energy required to convert liquid into gas. This property helps humans maintain homeostasis of body temperature by evaporation.",1.0,0.8911978006362915
carbon bonding to a hydroxyl group and a sugar created those compounds,Glucose and fructose combine to form sucrose. Glucose and galactose combine to form lactose. Two glucose monomers combine to form maltose.,0.0,0.7483623623847961
"polar uncharged: serine, threonine, and cysteine non-polar charges: valine, methionine, and alanine",Polar and charged amino acids will be found on the surface whereas non-polar in the interior.,0.0,0.7619255185127258
high heat capacity allows us to keep cool,specific heat capacity,0.0,0.7501742243766785
scale of bases and acids,scale ranging from zero to 14 that is inversely proportional to the concentration of hydrogen ions in a solution,0.5,0.5989009141921997
a carbon with three fatty acid chains,fat molecule; consists of three fatty acids linked to a glycerol molecule,1.0,0.8204074501991272
